,WAP013,WAP014,WAP023,WAP024,WAP027,WAP028,WAP029,WAP030,WAP031,WAP032,WAP033,WAP034,WAP035,WAP036,WAP039,WAP040,WAP041,WAP042,WAP043,WAP047,WAP048,WAP051,WAP052,WAP057,WAP058,WAP061,WAP062,WAP069,WAP070,WAP074,WAP077,WAP078,WAP081,WAP084,WAP085,WAP087,WAP098,WAP099,WAP132,WAP142,WAP143,WAP155,WAP156,WAP160,WAP161,WAP162,WAP224,WAP225,WAP248,WAP253,WAP268,WAP294,WAP303,WAP323,WAP360,WAP452,LONGITUDE,LATITUDE,FLOOR,BUILDINGID,SPACEID,RELATIVEPOSITION,USERID,PHONEID,TIMESTAMP
119,100,100,100,100,-55,-56,100,100,100,100,-89,-90,-69,-71,100,100,100,100,100,100,100,-95,-94,-63,-62,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-95,100,100,100,100,-76,-75,-95,100,100,100,100,100,100,100,100,-92,-7603.7603021980285,4864979.78721273,1,0,0,0,0,13,1379659435
120,100,100,100,100,-56,-57,100,-97,100,100,100,-95,-73,-74,100,100,100,100,100,100,100,-97,100,-83,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,-80,-93,100,-87,100,100,100,100,100,100,100,-7595.9739999994645,4864981.212499999,1,0,0,0,0,13,1379659484
121,100,100,100,100,-65,-64,100,100,100,100,100,100,-74,-73,100,100,100,100,100,100,100,-96,-98,-82,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,-92,100,100,100,-84,-84,100,100,-90,100,100,100,100,100,100,100,-7594.034899998456,4864981.768399999,1,0,0,0,0,13,1379659492
122,100,100,100,100,-64,-63,100,100,100,-91,-94,-95,-80,-84,100,100,100,100,100,100,100,100,100,-87,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-96,100,100,100,-87,-86,100,100,100,100,-95,100,100,100,100,100,-7587.135331101083,4864985.996058492,1,0,0,0,0,13,1379659517
123,100,100,100,100,-65,-64,100,100,100,-94,-92,-93,-83,-82,100,100,100,100,100,100,100,100,100,-88,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,100,100,100,100,100,100,100,100,100,-7586.943686097959,4864985.922018437,1,0,0,0,0,13,1379659591
124,100,100,100,100,-55,-55,100,100,100,100,-90,-92,-74,-76,100,100,100,100,100,100,100,-94,-96,-76,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,-92,100,100,100,-95,-95,100,-95,100,100,-7594.265541225492,4864983.825975238,1,0,0,0,0,13,1379659653
125,100,100,100,100,-58,-58,100,100,-90,-92,-87,-87,-70,-69,100,100,100,100,100,100,100,-95,-94,-76,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,-89,100,100,100,-77,-77,-89,100,100,100,-94,100,100,100,100,-88,-7596.9070316276975,4864983.125092616,1,0,0,0,0,13,1379659678
126,100,100,100,100,-56,-57,100,100,-95,100,-81,-82,-70,-71,100,100,100,100,100,100,100,100,-95,-67,-68,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,-75,-75,-88,100,100,100,100,-95,100,100,100,-92,-7603.021202645898,4864981.021969743,1,0,0,0,0,13,1379659701
127,100,100,100,100,-54,-56,100,100,100,100,100,100,-67,-70,100,100,100,100,100,100,100,100,100,-72,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,-83,-93,100,-93,100,100,100,100,100,100,-88,-7594.3924630044385,4864982.3287703935,1,0,0,0,0,13,1379664305
128,100,100,100,100,-71,-73,100,100,100,100,100,100,-77,-78,100,100,100,100,100,100,100,100,100,-91,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7592.234935296062,4864978.259808259,1,0,0,0,0,0,1379664458
129,100,100,100,100,-67,-68,100,100,-81,-81,-52,-52,100,100,100,100,100,-89,100,100,100,-72,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-66,-67,-53,100,100,100,100,-80,100,100,100,-49,-7637.009211240366,4864993.706115919,1,0,0,0,0,13,1379664493
130,100,100,100,100,-59,-58,100,100,-90,100,-85,-85,-75,-77,100,100,100,100,100,100,100,100,100,-71,-71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,-7596.474079346869,4864983.24845654,1,0,0,0,0,0,1379664570
131,100,100,100,100,-57,-58,100,100,100,100,100,-84,-69,-69,100,100,100,100,100,100,100,100,100,-63,-63,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7601.386999998243,4864979.661200002,1,0,0,0,0,0,1379664621
135,100,100,100,100,-70,-70,100,100,100,100,-62,-62,100,100,100,100,100,100,100,100,100,-71,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-52,-52,-65,100,100,100,100,100,100,100,100,-72,-7634.211465844939,4864984.244104747,1,0,0,0,0,0,1379664801
136,100,100,100,100,-74,-74,100,100,100,-85,-61,-61,100,-81,100,100,100,-95,100,100,100,-71,-70,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-53,-53,-56,100,100,100,100,100,100,-86,100,-55,-7637.423799999057,4864991.598899998,1,0,0,0,0,0,1379664817
137,100,100,100,100,-74,-72,100,100,100,-79,-51,-52,100,-90,100,100,100,100,100,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-62,-62,-54,100,100,100,100,100,100,100,100,-65,-7639.5989999994645,4864999.187799999,1,0,0,0,0,0,1379664830
138,100,100,100,100,100,-84,100,100,100,-75,-55,-55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-78,-68,100,100,100,100,100,100,100,100,-78,-7639.594869953629,4865007.10462129,1,0,0,0,0,0,1379664852
139,100,100,100,100,-85,100,100,100,100,100,-62,-58,100,-95,100,100,100,100,100,100,100,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,100,-76,100,100,100,100,100,100,-91,100,-85,-7641.133799999952,4865014.950199999,1,0,0,0,0,0,1379664884
140,100,100,100,100,100,100,100,100,100,-93,-61,-61,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,-80,-76,100,100,100,100,100,100,100,100,100,-7641.6803999990225,4865016.857900001,1,0,0,0,0,0,1379664892
141,100,100,100,100,100,-90,100,100,-79,100,-58,-57,100,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-78,100,100,100,100,-91,100,100,100,-83,-7641.805496029359,4865014.3586912025,1,0,0,0,0,0,1379664912
142,100,100,100,100,-84,-82,100,100,-81,-78,-51,-51,100,100,100,100,100,100,100,-91,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,-69,-59,100,100,100,100,100,100,100,100,-74,-7641.233381913672,4865008.554890303,1,0,0,0,0,0,1379664934
143,100,100,100,100,-84,-85,100,100,100,100,-56,-57,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-66,-66,-50,100,100,100,100,100,100,100,100,-61,-7640.094799999148,4865000.918300003,1,0,0,0,0,0,1379664949
144,100,100,100,100,-74,-73,100,100,100,100,-57,-57,100,100,100,100,-93,100,100,100,100,-74,-72,-89,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-51,-54,-51,100,100,100,100,-81,100,-86,100,-55,-7637.021409585619,4864993.486222186,1,0,0,0,0,0,1379664968
145,100,100,100,100,-65,-65,100,100,100,100,-57,-62,100,100,100,100,100,100,100,100,100,-67,-66,-90,-93,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,100,-48,-48,-55,100,100,100,100,-79,100,-91,100,-66,-7632.481102396057,4864987.954495937,1,0,0,0,0,0,1379664990
146,100,100,100,100,-62,-62,100,100,-91,100,-71,-72,-83,100,100,100,100,100,100,100,100,-75,-73,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-58,-55,-70,100,100,100,100,-93,100,-93,100,-73,-7632.069805293269,4864982.0880863685,1,0,0,0,0,0,1379665016
150,100,100,100,100,-89,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,-63,-62,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-68,-69,100,100,100,100,100,100,100,100,100,100,-7618.4200815059385,4864974.841176452,0,0,0,0,0,0,1379665184
151,100,100,100,100,-78,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-63,-63,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,100,100,100,100,100,100,100,100,100,100,100,-7610.509399998933,4864982.553999998,0,0,0,0,0,0,1379665202
152,100,100,100,100,-83,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,-52,-52,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-75,100,100,100,100,100,100,100,100,100,100,-7605.1441607820325,4864978.711920217,0,0,0,0,0,0,1379665226
153,100,100,100,100,-84,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-68,-61,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-92,100,100,100,100,-7592.5732710097745,4864984.102196589,0,0,0,0,0,0,1379665251
154,100,100,100,100,-77,-77,100,100,100,100,100,100,-59,-59,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-75,100,100,100,100,100,100,100,-79,100,100,100,100,100,100,100,-7589.066216434082,4864985.332244752,2,0,0,0,0,0,1379665321
155,100,100,100,100,-77,-84,100,100,100,100,100,100,-57,-57,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-74,100,100,100,-88,100,100,100,-79,100,100,100,100,100,100,100,-7594.105457201049,4864981.958622716,2,0,0,0,0,0,1379665341
156,100,100,100,100,-72,-71,100,100,100,100,100,100,-53,-52,100,100,100,100,100,100,100,100,100,-89,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,-73,100,100,100,100,100,100,100,-84,100,100,100,100,100,100,100,-7601.386999998243,4864979.661200002,2,0,0,0,0,0,1379665358
157,100,100,100,100,-59,-59,100,100,100,-81,100,100,-63,-63,100,100,100,100,-88,100,100,-80,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,-77,100,100,100,100,-85,100,100,100,100,100,100,100,100,100,100,-7609.072139018979,4864977.915777882,2,0,0,0,0,0,1379665376
158,100,100,100,100,-58,-58,100,100,100,100,100,100,-62,-62,100,100,100,100,100,100,100,-79,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-75,100,100,100,-84,100,-85,100,100,100,100,100,100,100,100,-91,-7609.152702315091,4864978.040423037,2,0,0,0,0,0,1379665391
159,100,100,100,100,-73,-73,100,100,100,100,-86,-87,-65,-65,100,100,100,100,-85,100,100,-76,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-62,-61,-76,100,100,100,100,-95,100,100,100,-83,-7616.854985128832,4864975.698915277,2,0,0,0,0,0,1379665409
160,100,100,100,100,-83,-83,100,100,100,-75,-84,100,-72,-78,100,100,100,100,-85,100,100,-69,-69,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,-66,-66,100,100,100,100,100,100,100,100,100,100,-7616.641075820368,4864979.358783923,2,0,0,0,0,0,1379665460
163,100,100,100,100,100,100,100,100,-89,100,100,100,100,-88,100,100,100,100,100,100,100,-84,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,100,-94,-7633.874600000678,4864970.4821000025,2,0,0,0,0,0,1379665752
164,100,100,100,100,100,100,-84,100,100,100,100,100,100,100,100,100,-93,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-91,100,-89,-83,100,100,-84,100,-87,-7644.960177570336,4864948.718348756,2,0,0,0,0,0,1379665780
165,-68,-69,-85,100,100,100,-61,-61,100,100,100,100,100,100,-93,-93,-79,-79,100,-81,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-70,-70,100,100,100,100,-78,100,-77,100,100,100,100,100,100,-7646.180500000715,4864933.025899999,2,0,0,0,0,0,1379666007
166,-76,-76,100,100,100,100,-66,-66,100,100,100,100,100,100,-91,-91,-69,-68,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,-91,100,100,100,100,100,100,100,100,-67,-67,100,100,100,100,-67,100,-65,100,100,100,100,100,100,-7646.285566628259,4864926.002906442,2,0,0,0,0,0,1379666089
167,-84,100,-86,100,100,100,-75,-75,100,100,100,100,100,100,100,100,-74,-73,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,-77,100,100,100,100,-65,100,-61,100,100,100,100,100,100,-7653.343301445247,4864920.963251494,2,0,0,0,0,0,1379666122
168,-72,-72,-85,100,100,100,-62,-61,100,100,100,100,100,100,100,100,-79,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,100,100,100,100,100,-70,100,-68,100,100,100,100,100,100,-7653.579219780396,4864920.20018422,2,0,0,0,0,0,1379666137
169,100,100,100,100,-63,-63,100,100,-89,-82,-67,-68,-84,-82,100,100,100,100,100,100,100,-73,-71,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-91,100,100,100,100,-51,-52,-72,100,100,100,100,100,100,100,100,-65,-7635.2217999994755,4864983.9177,1,0,0,0,0,13,1379666796
170,100,100,100,100,-63,-65,100,100,100,100,-60,-60,100,100,100,100,100,100,100,100,100,-73,-73,-89,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-54,-54,-57,100,100,100,100,-84,100,-87,100,-65,-7634.726194945384,4864986.135999493,1,0,0,0,0,13,1379666817
171,100,100,100,100,-65,-66,100,100,100,100,-55,-56,100,100,100,100,100,100,100,100,100,-68,-68,-88,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-93,100,100,100,-49,-48,-62,100,100,100,100,-82,100,100,100,-73,-7632.378879626895,4864988.065229858,1,0,0,0,0,13,1379666853
172,100,100,100,100,-70,-69,100,100,100,100,-67,-68,-80,-77,100,100,100,100,100,100,100,-71,-76,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-56,-55,-73,100,100,100,100,100,100,100,100,-77,-7632.416805270464,4864988.147212067,1,0,0,0,0,13,1379666870
173,100,100,100,100,-67,-68,100,100,-80,-85,-60,-59,-77,-76,100,100,100,100,100,100,100,-83,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-60,-58,-55,100,100,100,100,100,100,-87,100,-61,-7637.423799999057,4864991.598899998,1,0,0,0,0,13,1379666884
174,100,100,100,100,-75,-76,100,100,100,100,-62,-62,-83,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-73,-49,100,100,100,100,100,100,100,100,-46,-7637.922800000757,4864993.340800002,1,0,0,0,0,13,1379666895
175,100,100,100,100,-71,-72,100,100,100,-73,-54,-51,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-62,-62,-68,100,100,100,-85,-81,100,-84,100,-60,-7639.5989999994645,4864999.187799999,1,0,0,0,0,13,1379666908
176,100,100,100,100,-74,-81,100,100,-69,-70,-39,-41,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-66,-66,-54,100,100,100,100,-75,100,100,100,-65,-7639.4765972277355,4865001.200518709,1,0,0,0,0,13,1379666951
177,100,100,100,100,-83,-84,100,100,-76,-76,-43,-43,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-75,-66,100,100,100,100,-88,100,100,100,-74,-7639.649241476663,4865007.294264047,1,0,0,0,0,13,1379666984
178,100,100,100,100,-87,-86,100,100,-71,-72,-55,-55,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,-70,-61,100,100,100,100,100,100,100,100,-78,-7640.92504870708,4865006.798041235,1,0,0,0,0,13,1379667005
179,100,-82,-71,-60,100,100,-55,-55,100,100,100,100,100,100,100,100,-85,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,-82,100,100,100,100,100,100,-7639.161576096406,4864914.57565277,2,0,0,0,0,0,1379667034
180,100,100,100,100,-83,-84,100,100,-73,-75,-46,-47,100,100,100,100,100,100,100,100,100,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,-79,-67,100,100,100,100,-89,100,100,100,-78,-7641.34508182549,4865008.717536475,1,0,0,0,0,13,1379667034
181,100,-88,-58,-59,100,100,-54,-54,100,100,100,100,100,100,100,100,100,-93,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,-92,100,100,100,100,100,100,-7638.574663378929,4864906.726515493,2,0,0,0,0,0,1379667050
182,100,100,100,100,100,100,100,100,-74,-76,-49,-49,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,-74,-61,100,100,100,100,100,100,100,100,-74,-7640.571306488549,4865009.16298701,1,0,0,0,0,13,1379667059
184,100,100,100,100,-82,-84,100,100,-76,-78,-54,-54,-92,-88,100,100,100,100,100,100,100,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-71,-70,-74,100,100,100,100,100,100,100,100,-88,-7642.246561081509,4865014.2657539295,1,0,0,0,0,13,1379667102
185,-66,-66,-82,-87,100,100,-73,-73,100,100,100,100,100,100,100,100,-70,-71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-66,-66,100,100,100,100,-67,100,-72,100,100,100,100,100,100,-7646.699900001286,4864925.041100003,2,0,0,0,0,0,1379667102
186,100,100,100,100,-88,-86,100,100,-86,-80,-59,-58,-95,-92,100,100,100,100,100,100,100,-94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-65,-77,100,100,100,-82,100,100,100,100,-80,-7641.6803999990225,4865016.857900001,1,0,0,0,0,13,1379667109
187,100,100,100,100,100,100,100,100,-78,-76,-51,-51,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,-73,-73,100,100,100,100,-81,100,100,100,-87,-7642.223135551008,4865015.538036636,1,0,0,0,0,13,1379667127
190,100,100,100,100,100,-93,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,-74,100,100,100,100,100,-90,100,-89,100,100,-7633.54917987814,4864964.768708749,1,0,0,0,0,0,1379667325
192,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-68,-69,-89,100,100,100,-87,100,100,-87,100,100,-7634.914990073462,4864973.190021333,1,0,0,0,0,0,1379667366
193,100,100,100,100,-71,-71,100,100,100,-92,-69,-69,-84,-84,100,100,100,100,100,100,100,100,100,-88,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-57,-56,-75,100,100,100,100,-89,100,-95,100,-81,-7632.2586999982595,4864981.123099999,1,0,0,0,0,0,1379667397
194,100,100,100,100,-74,-74,100,100,100,100,-77,-78,100,100,100,100,100,100,100,100,100,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-62,-59,-80,100,100,100,100,100,100,100,100,100,-7618.71421039816,4864971.3326379005,1,0,0,0,0,0,1379667434
195,-49,-50,100,100,100,100,-93,100,100,100,100,100,100,100,100,100,-80,-88,100,-64,-65,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,100,-91,100,100,-94,100,100,-95,-87,100,100,100,100,100,-7656.916209502424,4864937.6276341565,3,0,0,0,0,13,1379667439
196,-52,-57,100,100,100,100,100,-89,100,100,100,100,100,100,-85,-86,-73,-67,100,-57,-58,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,-77,-84,100,100,100,100,100,100,100,-89,100,100,100,-90,-7665.654014874747,4864936.726437145,3,0,0,0,0,13,1379667455
197,-75,-74,100,100,100,100,100,100,100,100,100,100,100,100,-88,-88,-70,-68,100,-52,-53,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,100,100,100,100,100,100,100,-79,100,100,-76,100,100,-7674.264339827897,4864934.195222748,3,0,0,0,0,13,1379667487
198,-75,-75,100,100,100,100,100,100,100,100,100,100,100,100,-85,-87,-78,-79,100,-50,-52,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,-92,100,100,100,100,100,100,-77,100,100,-7681.730914568263,4864931.851131892,3,0,0,0,0,13,1379667515
199,-79,-79,100,100,100,100,100,100,100,100,100,100,100,100,-89,-88,-83,-83,100,-54,-53,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,100,100,-7689.284200001508,4864928.0484,3,0,0,0,0,13,1379667534
200,-78,-77,100,100,100,100,100,100,100,100,100,100,100,100,-93,-93,100,100,100,-58,-58,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-92,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,-7691.109200000763,4864927.525200002,3,0,0,0,0,13,1379667537
201,-75,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,-72,-72,100,-49,-49,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,-85,100,100,-7682.075590276514,4864931.224385429,3,0,0,0,0,13,1379667565
